Файл	Сущность	Оффсет	Тип сущности	Окно±25
./___Corpus/Medline/xml/PMC4720504.xml	GBM	61231 : 61234	CM	first line treatment for GBM patients [166,167]. Comb
./___Corpus/Medline/xml/PMC4720504.xml	TMZ	61310 : 61313	CM	gy with radiotherapy and TMZ significantly improves t
./___Corpus/Medline/xml/PMC4720504.xml	GBM	61436 : 61439	CM	nts with newly diagnosed GBM [168,169]. Therapeutic e
./___Corpus/Medline/xml/PMC4720504.xml	TMZ	61473 : 61476	CM	]. Therapeutic effect of TMZ on GBM cells depends on 
./___Corpus/Medline/xml/PMC4720504.xml	GBM	61480 : 61483	CM	apeutic effect of TMZ on GBM cells depends on the epi
./___Corpus/Medline/xml/PMC4720504.xml	O6-methylguanine-DNA-methyltransferase	61533 : 61571	CM	genetic silencing of the O6-methylguanine-DNA-methyltransferase (MGMT) gene by promoter 
./___Corpus/Medline/xml/PMC4720504.xml	MGMT	61573 : 61577	CM	e-DNA-methyltransferase (MGMT) gene by promoter methyl
./___Corpus/Medline/xml/PMC4720504.xml	methylation	61596 : 61607	RN	 (MGMT) gene by promoter methylation [170]. MGMT counteracts 
./___Corpus/Medline/xml/PMC4720504.xml	MGMT	61615 : 61619	CM	moter methylation [170]. MGMT counteracts chemotherapy
./___Corpus/Medline/xml/PMC4720504.xml	O6-alkylated	61705 : 61717	CM	 structural integrity of O6-alkylated bases. Unmethylated MGMT
./___Corpus/Medline/xml/PMC4720504.xml	Unmethylated	61725 : 61737	RN	y of O6-alkylated bases. Unmethylated MGMT promoter is frequen
./___Corpus/Medline/xml/PMC4720504.xml	MGMT	61738 : 61742	CM	ated bases. Unmethylated MGMT promoter is frequently o
./___Corpus/Medline/xml/PMC4720504.xml	TMZ	61836 : 61839	CM	eem to respond poorly to TMZ treatment [171]. Until n
./___Corpus/Medline/xml/PMC4720504.xml	GBM	61916 : 61919	CM	ative drug treatment for GBM. Thus, understanding the
./___Corpus/Medline/xml/PMC4720504.xml	GBM	62126 : 62129	CM	r targeted therapies for GBM patients.               
./___Corpus/Medline/xml/PMC4720504.xml	Erlotinib	62178 : 62187	CM	                         Erlotinib and gefitinib, which are
./___Corpus/Medline/xml/PMC4720504.xml	gefitinib	62192 : 62201	CM	           Erlotinib and gefitinib, which are two epidermal
./___Corpus/Medline/xml/PMC4720504.xml	EGFR	62251 : 62255	CM	 growth factor receptor (EGFR) tyrosine kinase inhibit
./___Corpus/Medline/xml/PMC4720504.xml	tyrosine	62257 : 62265	CM	h factor receptor (EGFR) tyrosine kinase inhibitors, have 
./___Corpus/Medline/xml/PMC4720504.xml	GBM	62309 : 62312	CM	 have been evaluated for GBM treatment. The low molec
./___Corpus/Medline/xml/PMC4720504.xml	GBM	62447 : 62450	CM	Recent studies show that GBM patients with amplified 
./___Corpus/Medline/xml/PMC4720504.xml	EGFR	62492 : 62496	CM	plified or overexpressed EGFR responded better to erlo
./___Corpus/Medline/xml/PMC4720504.xml	erlotinib	62517 : 62526	CM	EGFR responded better to erlotinib than patients with norma
./___Corpus/Medline/xml/PMC4720504.xml	EGFR	62553 : 62557	CM	han patients with normal EGFR levels [172] and the res
./___Corpus/Medline/xml/PMC4720504.xml	phosphorylation	62638 : 62653	RN	 Akt activation. So, Akt phosphorylation may be a direct result o
./___Corpus/Medline/xml/PMC4720504.xml	EGFR	62690 : 62694	CM	rect result of increased EGFR activity. Thus, treatmen
./___Corpus/Medline/xml/PMC4720504.xml	EGFR	62726 : 62730	CM	ty. Thus, treatment with EGFR inhibitors can show bett
./___Corpus/Medline/xml/PMC4720504.xml	tyrosine	62832 : 62840	CM	at treatment with single tyrosine kinase inhibitor like er
./___Corpus/Medline/xml/PMC4720504.xml	erlotinib	62863 : 62872	CM	ne kinase inhibitor like erlotinib could not effectively in
./___Corpus/Medline/xml/PMC4720504.xml	RTK	62941 : 62944	CM	aling because many other RTK were co-activated in GBM
./___Corpus/Medline/xml/PMC4720504.xml	GBM	62966 : 62969	CM	RTK were co-activated in GBM cells [173,174]. Two oth
./___Corpus/Medline/xml/PMC4720504.xml	c-Met	63060 : 63065	CM	tor receptor (PDGFR) and c-Met or hepatocyte growth fac
./___Corpus/Medline/xml/PMC4720504.xml	EGFR	63132 : 63136	CM	R), are also involved in EGFR function and in maintain
./___Corpus/Medline/xml/PMC4720504.xml	TMZ	63396 : 63399	CM	erapeutic effects [176]. TMZ causes cell cycle arrest
./___Corpus/Medline/xml/PMC4720504.xml	G2	63428 : 63430	CM	ses cell cycle arrest at G2/M phase and EGFR inhibit
./___Corpus/Medline/xml/PMC4720504.xml	EGFR	63443 : 63447	CM	arrest at G2/M phase and EGFR inhibitors prevent cells
./___Corpus/Medline/xml/PMC4720504.xml	G1	63497 : 63499	CM	 from progressing beyond G1 and may therefore compro
./___Corpus/Medline/xml/PMC4720504.xml	EGFR	63592 : 63596	CM	fic agents [177]. As the EGFR tyrosine kinase inhibito
./___Corpus/Medline/xml/PMC4720504.xml	tyrosine	63597 : 63605	CM	gents [177]. As the EGFR tyrosine kinase inhibitors show l
./___Corpus/Medline/xml/PMC4720504.xml	GBM	63738 : 63741	CM	ctionally active drug in GBM patients. However, the l
./___Corpus/Medline/xml/PMC4720504.xml	EGFR	63921 : 63925	CM	icient inhibition of the EGFR signaling.              
./___Corpus/Medline/xml/PMC4720504.xml	anti-	63998 : 64003	CPR	  Many inhibitors of the anti-apoptotic members of the 
./___Corpus/Medline/xml/PMC4720504.xml	GBM	64231 : 64234	CM	ed the clinical trial in GBM patients. Brain tumors t
./___Corpus/Medline/xml/PMC4720504.xml	anti-	64275 : 64280	CPR	 tumors that overexpress anti-apoptotic Bcl-2 and Bcl-x
./___Corpus/Medline/xml/PMC4720504.xml	ABT-737	64354 : 64361	CM	d with their inhibitors. ABT-737, a recently developed Bc
./___Corpus/Medline/xml/PMC4720504.xml	vitro	64460 : 64465	CM	ioblastoma cells both in vitro and in vivo by releasing
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	64657 : 64662	CM	optosis-inducing ligand (TRAIL) as well as to other ant
./___Corpus/Medline/xml/PMC4720504.xml	anti-	64684 : 64689	CPR	AIL) as well as to other anti-cancer drugs. But, cells 
./___Corpus/Medline/xml/PMC4720504.xml	anti-	64759 : 64764	CPR	on of Mcl-1, which is an anti-apoptotic protein of the 
./___Corpus/Medline/xml/PMC4720504.xml	ABT-737	64838 : 64845	CM	to be less responsive to ABT-737 treatment. So, combinati
./___Corpus/Medline/xml/PMC4720504.xml	GBM	64949 : 64952	CM	 novel strategy to treat GBM. Recent investigations i
./___Corpus/Medline/xml/PMC4720504.xml	BH3	64995 : 64998	CM	tions indicated that the BH3-binding compound HA14-1 
./___Corpus/Medline/xml/PMC4720504.xml	HA14-1	65016 : 65022	CM	the BH3-binding compound HA14-1 can enhance the sensitiv
./___Corpus/Medline/xml/PMC4720504.xml	Gossypol	65124 : 65132	CM	 and chemotherapy [180]. Gossypol (AT-101), which is a mul
./___Corpus/Medline/xml/PMC4720504.xml	AT-101	65134 : 65140	CM	therapy [180]. Gossypol (AT-101), which is a multi-targe
./___Corpus/Medline/xml/PMC4720504.xml	polyphenol	65170 : 65180	CM	ich is a multi-targeting polyphenol derived from cotton plan
./___Corpus/Medline/xml/PMC4720504.xml	GBMs	65295 : 65299	CM	 trials for treatment of GBMs [181]. Gossypol binds to
./___Corpus/Medline/xml/PMC4720504.xml	Gossypol	65307 : 65315	CM	treatment of GBMs [181]. Gossypol binds to the BH3 pocket 
./___Corpus/Medline/xml/PMC4720504.xml	BH3	65329 : 65332	CM	]. Gossypol binds to the BH3 pocket of anti-apoptotic
./___Corpus/Medline/xml/PMC4720504.xml	anti-	65343 : 65348	CPR	nds to the BH3 pocket of anti-apoptotic Bcl-2 proteins 
./___Corpus/Medline/xml/PMC4720504.xml	gossypol	65461 : 65469	CM	t that administration of gossypol (20 mg/day) is well tole
./___Corpus/Medline/xml/PMC4720504.xml	gossypol	65579 : 65587	CM	ate. A Phase II trial of gossypol in recurrent GBM is unde
./___Corpus/Medline/xml/PMC4720504.xml	GBM	65601 : 65604	CM	of gossypol in recurrent GBM is underway to detect it
./___Corpus/Medline/xml/PMC4720504.xml	XIAP	65782 : 65786	CM	AP) family proteins like XIAP, cIAP1, cIAP2, ILP2, ML-
./___Corpus/Medline/xml/PMC4720504.xml	cIAP1	65788 : 65793	CM	mily proteins like XIAP, cIAP1, cIAP2, ILP2, ML-IAP, an
./___Corpus/Medline/xml/PMC4720504.xml	cIAP2	65795 : 65800	CM	oteins like XIAP, cIAP1, cIAP2, ILP2, ML-IAP, and survi
./___Corpus/Medline/xml/PMC4720504.xml	ILP2	65802 : 65806	CM	like XIAP, cIAP1, cIAP2, ILP2, ML-IAP, and survivin ar
./___Corpus/Medline/xml/PMC4720504.xml	GMB	65875 : 65878	CM	hibition of apoptosis in GMB [184,185]. The IAP famil
./___Corpus/Medline/xml/PMC4720504.xml	BIRC	65996 : 66000	CM	tosis repeat containing (BIRC) proteins. These BIRC pr
./___Corpus/Medline/xml/PMC4720504.xml	BIRC	66018 : 66022	CM	g (BIRC) proteins. These BIRC proteins can inhibit apo
./___Corpus/Medline/xml/PMC4720504.xml	caspase-9	66108 : 66117	CM	 different caspases like caspase-9, caspase-7, and caspase-
./___Corpus/Medline/xml/PMC4720504.xml	caspase-7	66119 : 66128	CM	caspases like caspase-9, caspase-7, and caspase-3, which ar
./___Corpus/Medline/xml/PMC4720504.xml	caspase-3	66134 : 66143	CM	aspase-9, caspase-7, and caspase-3, which are actively invo
./___Corpus/Medline/xml/PMC4720504.xml	GBM	66244 : 66247	CM	oblastoma [186]. In most GBM patients, high levels of
./___Corpus/Medline/xml/PMC4720504.xml	BIRC	66273 : 66277	CM	patients, high levels of BIRC proteins have been detec
./___Corpus/Medline/xml/PMC4720504.xml	BIRC	66328 : 66332	CM	ed. Therefore, targeting BIRC proteins to make active 
./___Corpus/Medline/xml/PMC4720504.xml	BIRC	66612 : 66616	CM	e inhibitors directed to BIRC proteins to identify a p
./___Corpus/Medline/xml/PMC4720504.xml	BIRC	66768 : 66772	CM	 has been performed with BIRC inhibitors in GBM. A rec
./___Corpus/Medline/xml/PMC4720504.xml	GBM	66787 : 66790	CM	 with BIRC inhibitors in GBM. A recent report showed 
./___Corpus/Medline/xml/PMC4720504.xml	BIRC-4	66820 : 66826	CM	ecent report showed that BIRC-4 (XIAP) inhibitors synerg
./___Corpus/Medline/xml/PMC4720504.xml	XIAP	66828 : 66832	CM	port showed that BIRC-4 (XIAP) inhibitors synergize wi
./___Corpus/Medline/xml/PMC4720504.xml	BIRC	66930 : 66934	CM	osis [189] and targeting BIRC proteins can sensitize c
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	66967 : 66972	CM	s can sensitize cells to TRAIL for induction of apoptos
./___Corpus/Medline/xml/PMC4720504.xml	BIRC	67064 : 67068	CM	ated that the endogenous BIRC inhibitor Smac can signi
./___Corpus/Medline/xml/PMC4720504.xml	anti-	67115 : 67120	CPR	gnificantly increase the anti-cancer efficacy of TRAIL 
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	67139 : 67144	CM	 anti-cancer efficacy of TRAIL in an intracranial gliob
./___Corpus/Medline/xml/PMC4720504.xml	histone	67230 : 67237	CM	the use of inhibitors of histone deacetylase and of the p
./___Corpus/Medline/xml/PMC4720504.xml	deacetylase	67238 : 67249	CM	of inhibitors of histone deacetylase and of the proteasome in
./___Corpus/Medline/xml/PMC4720504.xml	GBM	67670 : 67673	CM	 apoptosis resistance in GBM.                  9.2. R
./___Corpus/Medline/xml/PMC4720504.xml	dacarbazine	68001 : 68012	CM	entional therapy such as dacarbazine or TMZ. The RAF/MAP kina
./___Corpus/Medline/xml/PMC4720504.xml	TMZ	68016 : 68019	CM	y such as dacarbazine or TMZ. The RAF/MAP kinase path
./___Corpus/Medline/xml/PMC4720504.xml	RAF	68025 : 68028	CM	 dacarbazine or TMZ. The RAF/MAP kinase pathway has a
./___Corpus/Medline/xml/PMC4720504.xml	MAP	68029 : 68032	CM	arbazine or TMZ. The RAF/MAP kinase pathway has attra
./___Corpus/Medline/xml/PMC4720504.xml	BRAF	68108 : 68112	CM	ivating mutations of the BRAF serine/threonine kinase 
./___Corpus/Medline/xml/PMC4720504.xml	serine	68113 : 68119	CM	ng mutations of the BRAF serine/threonine kinase has bee
./___Corpus/Medline/xml/PMC4720504.xml	threonine	68120 : 68129	CM	tions of the BRAF serine/threonine kinase has been detected
./___Corpus/Medline/xml/PMC4720504.xml	NRAS	68211 : 68215	CM	Other mutations occur in NRAS, MEK1, MEK2 as well as c
./___Corpus/Medline/xml/PMC4720504.xml	MEK1	68217 : 68221	CM	mutations occur in NRAS, MEK1, MEK2 as well as c-Kit. 
./___Corpus/Medline/xml/PMC4720504.xml	MEK2	68223 : 68227	CM	ons occur in NRAS, MEK1, MEK2 as well as c-Kit. Activa
./___Corpus/Medline/xml/PMC4720504.xml	MAPK	68296 : 68300	CM	ts in the stimulation of MAPK and PI3K/AKT pathways re
./___Corpus/Medline/xml/PMC4720504.xml	PI3K	68305 : 68309	CM	 stimulation of MAPK and PI3K/AKT pathways resulting i
./___Corpus/Medline/xml/PMC4720504.xml	AKT	68310 : 68313	CM	ulation of MAPK and PI3K/AKT pathways resulting in bo
./___Corpus/Medline/xml/PMC4720504.xml	NF-κB	68523 : 68528	CM	elanoma tumors including NF-κB. Raf inhibitors in gener
./___Corpus/Medline/xml/PMC4720504.xml	Raf	68530 : 68533	CM	 tumors including NF-κB. Raf inhibitors in general an
./___Corpus/Medline/xml/PMC4720504.xml	BRAF	68569 : 68573	CM	 in general and specific BRAF inhibitors, including ve
./___Corpus/Medline/xml/PMC4720504.xml	ERK1	68695 : 68699	CM	cts are often limited by ERK1/2 pathway reactivation v
./___Corpus/Medline/xml/PMC4720504.xml	BRAF	68783 : 68787	CM	tance to apoptosis using BRAF specific inhibitors is m
./___Corpus/Medline/xml/PMC4720504.xml	NRAS	68849 : 68853	CM	part, by the presence of NRAS mutation and required sw
./___Corpus/Medline/xml/PMC4720504.xml	isoform	68904 : 68911	CM	tch in activation of RAF isoform, CRAF. Furthermore, rebo
./___Corpus/Medline/xml/PMC4720504.xml	CRAF	68913 : 68917	CM	tivation of RAF isoform, CRAF. Furthermore, rebound me
./___Corpus/Medline/xml/PMC4720504.xml	BRAF	68985 : 68989	CM	r initial treatment with BRAF specific inhibitors is a
./___Corpus/Medline/xml/PMC4720504.xml	PI3K	69052 : 69056	CM	h elevated activation of PI3K/Akt pathway.            
./___Corpus/Medline/xml/PMC4720504.xml	NF-κB	69160 : 69165	CM	Bcl-2 positive regulator NF-κB is a key player in human
./___Corpus/Medline/xml/PMC4720504.xml	NF-κB	69225 : 69230	CM	tumorigenesis. Canonical NF-κB activation in melanoma c
./___Corpus/Medline/xml/PMC4720504.xml	NF-κB	69348 : 69353	CM	an melanoma, a number of NF-κB-dependent chemokines are
./___Corpus/Medline/xml/PMC4720504.xml	CXC	69429 : 69432	CM	at high levels including CXC ligand 8 (CXCL8 or IL8),
./___Corpus/Medline/xml/PMC4720504.xml	CXCL8	69443 : 69448	CM	 including CXC ligand 8 (CXCL8 or IL8), interleukin-8 [
./___Corpus/Medline/xml/PMC4720504.xml	CXCL1	69479 : 69484	CM	8), interleukin-8 [192], CXCL1, melanoma growth stimula
./___Corpus/Medline/xml/PMC4720504.xml	MGSA	69526 : 69530	CM	 stimulatory activity or MGSA [193], CCL5 (regulated o
./___Corpus/Medline/xml/PMC4720504.xml	CCL5	69538 : 69542	CM	 activity or MGSA [193], CCL5 (regulated on activation
./___Corpus/Medline/xml/PMC4720504.xml	RANTES	69606 : 69612	CM	pressed and secreted, or RANTES [194] and CCL2 (monocyte
./___Corpus/Medline/xml/PMC4720504.xml	CCL2	69623 : 69627	CM	ted, or RANTES [194] and CCL2 (monocyte chemotactic pr
./___Corpus/Medline/xml/PMC4720504.xml	protein-1	69650 : 69659	CM	L2 (monocyte chemotactic protein-1), or MCP1 [195]. In late
./___Corpus/Medline/xml/PMC4720504.xml	MCP1	69665 : 69669	CM	emotactic protein-1), or MCP1 [195]. In late stages of
./___Corpus/Medline/xml/PMC4720504.xml	NF-κB	69731 : 69736	CM	melanoma, hyperactivated NF-κB inhibits pro-apoptotic p
./___Corpus/Medline/xml/PMC4720504.xml	factor-1	69843 : 69851	CM	ctor receptor-associated factor-1 (TRAF-1) and TRAF-2 [196
./___Corpus/Medline/xml/PMC4720504.xml	TRAF-1	69853 : 69859	CM	tor-associated factor-1 (TRAF-1) and TRAF-2 [196] to inh
./___Corpus/Medline/xml/PMC4720504.xml	TNF-R1	69893 : 69899	CM	F-2 [196] to inhibit the TNF-R1/caspase-8-mediated pro-a
./___Corpus/Medline/xml/PMC4720504.xml	caspase-8	69900 : 69909	CM	6] to inhibit the TNF-R1/caspase-8-mediated pro-apoptotic p
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	69941 : 69946	CM	ed pro-apoptotic pathway TRAIL decoy receptor, inhibiti
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	69978 : 69983	CM	receptor, inhibiting the TRAIL-mediated cell-death path
./___Corpus/Medline/xml/PMC4720504.xml	phosphatase-1	70048 : 70061	CM	and (iii) Fas-associated phosphatase-1 (FAP-1) [199], which dow
./___Corpus/Medline/xml/PMC4720504.xml	FAP-1	70063 : 70068	CM	ssociated phosphatase-1 (FAP-1) [199], which down-regul
./___Corpus/Medline/xml/PMC4720504.xml	FAS-R	70098 : 70103	CM	9], which down-regulates FAS-R trafficking from cytopla
./___Corpus/Medline/xml/PMC4720504.xml	NF-κB	70212 : 70217	CM	 melanoma, activation of NF-κB also enhances several an
./___Corpus/Medline/xml/PMC4720504.xml	anti-	70240 : 70245	CPR	κB also enhances several anti-apoptotic molecules such 
./___Corpus/Medline/xml/PMC4720504.xml	caspase-8	70309 : 70318	CM	f apoptosis (IAP) [201], caspase-8 (FLICE) and inhibitory p
./___Corpus/Medline/xml/PMC4720504.xml	FLICE	70320 : 70325	CM	 (IAP) [201], caspase-8 (FLICE) and inhibitory protein 
./___Corpus/Medline/xml/PMC4720504.xml	NF-κB	70364 : 70369	CM	ry protein (FLIP) [202]. NF-κB also promotes Myc activi
./___Corpus/Medline/xml/PMC4720504.xml	cyclin	70443 : 70449	CM	cle regulatory proteins, cyclin D1 and cyclin dependent 
./___Corpus/Medline/xml/PMC4720504.xml	cyclin	70457 : 70463	CM	 proteins, cyclin D1 and cyclin dependent kinase 2 (CDK2
./___Corpus/Medline/xml/PMC4720504.xml	BRAF	70638 : 70642	CM	ells harbor mutations in BRAF signaling protein [205].
./___Corpus/Medline/xml/PMC4720504.xml	BRAF	70668 : 70672	CM	signaling protein [205]. BRAF is part of the Raf famil
./___Corpus/Medline/xml/PMC4720504.xml	Raf	70688 : 70691	CM	05]. BRAF is part of the Raf family of serine/threoni
./___Corpus/Medline/xml/PMC4720504.xml	serine	70702 : 70708	CM	art of the Raf family of serine/threonine kinases, which
./___Corpus/Medline/xml/PMC4720504.xml	threonine	70709 : 70718	CM	the Raf family of serine/threonine kinases, which are effec
./___Corpus/Medline/xml/PMC4720504.xml	ERK	70779 : 70782	CM	 small GTPase RAS in the ERK/MAPK pathway. This pathw
./___Corpus/Medline/xml/PMC4720504.xml	tyrosine	70876 : 70884	CM	ceptors such as receptor tyrosine kinases and G-protein-co
./___Corpus/Medline/xml/PMC4720504.xml	BRAF	70926 : 70930	CM	otein-coupled receptors. BRAF transduces signals throu
./___Corpus/Medline/xml/PMC4720504.xml	mitogen	70958 : 70965	CM	ansduces signals through mitogen activated protein kinase
./___Corpus/Medline/xml/PMC4720504.xml	MAPK	71009 : 71013	CM	kinase (MAPK) [206,207]. MAPK promotes regulation of c
./___Corpus/Medline/xml/PMC4720504.xml	RAS	71217 : 71220	CM	s to the activation of a RAS family member, any of th
./___Corpus/Medline/xml/PMC4720504.xml	H	71262 : 71263	CM	ny of the three isoforms H, N, and K-RAS. Activated
./___Corpus/Medline/xml/PMC4720504.xml	K-RAS	71272 : 71277	CM	three isoforms H, N, and K-RAS. Activated RAS then bind
./___Corpus/Medline/xml/PMC4720504.xml	RAS	71289 : 71292	CM	 N, and K-RAS. Activated RAS then binds and activates
./___Corpus/Medline/xml/PMC4720504.xml	Raf	71366 : 71369	CM	ins, including the three Raf members (ARAF, BRAF and 
./___Corpus/Medline/xml/PMC4720504.xml	ARAF	71379 : 71383	CM	g the three Raf members (ARAF, BRAF and CRAF), leading
./___Corpus/Medline/xml/PMC4720504.xml	BRAF	71385 : 71389	CM	three Raf members (ARAF, BRAF and CRAF), leading to su
./___Corpus/Medline/xml/PMC4720504.xml	CRAF	71394 : 71398	CM	 members (ARAF, BRAF and CRAF), leading to subsequent 
./___Corpus/Medline/xml/PMC4720504.xml	MEK1	71468 : 71472	CM	ade of kinases including MEK1/2 and ERK1/2. Activated 
./___Corpus/Medline/xml/PMC4720504.xml	ERK1	71479 : 71483	CM	ses including MEK1/2 and ERK1/2. Activated ERK in turn
./___Corpus/Medline/xml/PMC4720504.xml	ERK	71497 : 71500	CM	/2 and ERK1/2. Activated ERK in turn specifically pho
./___Corpus/Medline/xml/PMC4720504.xml	phosphorylates	71522 : 71536	CM	ERK in turn specifically phosphorylates a number of nuclear and 
./___Corpus/Medline/xml/PMC4720504.xml	ETS	71598 : 71601	CM	substrates including the ETS transcription factor, wh
./___Corpus/Medline/xml/PMC4720504.xml	Erk1	71741 : 71745	CM	 with these assumptions, Erk1/2 signaling has been sho
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	71807 : 71812	CM	t melanoma cells against TRAIL-induced apoptosis by inh
./___Corpus/Medline/xml/PMC4720504.xml	cytosol	71876 : 71883	CM	location of Bax from the cytosol to mitochondria and that
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	71925 : 71930	CM	and that this may reduce TRAIL-mediated release of Smac
./___Corpus/Medline/xml/PMC4720504.xml	DIABLO	71956 : 71962	CM	mediated release of Smac/DIABLO and induction of apoptos
./___Corpus/Medline/xml/PMC4720504.xml	PDAC	72180 : 72184	CM	c ductal adenocarcinoma (PDAC) is among the most letha
./___Corpus/Medline/xml/PMC4720504.xml	PDAC	72430 : 72434	CM	atment approaches [210]. PDAC tumors are very heteroge
./___Corpus/Medline/xml/PMC4720504.xml	PDAC	72869 : 72873	CM	ghly resistant subset of PDAC cancer stem cells (CSCs)
./___Corpus/Medline/xml/PMC4720504.xml	PDAC	73061 : 73065	CM	of different regimens in PDAC has been attributed to t
./___Corpus/Medline/xml/PMC4720504.xml	PDAC	73284 : 73288	CM	ffective regimen against PDAC CSCs, and key molecules 
./___Corpus/Medline/xml/PMC4720504.xml	PDAC	73349 : 73353	CM	e desmoplastic stroma in PDAC will provide biomarkers 
./___Corpus/Medline/xml/PMC4720504.xml	PDAC	73998 : 74002	CM	on of Bcl-2 can suppress PDAC growth in vitro and in v
./___Corpus/Medline/xml/PMC4720504.xml	vitro	74013 : 74018	CM	 suppress PDAC growth in vitro and in vivo [217]. Very 
./___Corpus/Medline/xml/PMC4720504.xml	PDAC	74146 : 74150	CM	 small molecule drugs in PDAC. Both these studies coll
./___Corpus/Medline/xml/PMC4720504.xml	BH3	74218 : 74221	CM	t targeted inhibition of BH3 family proteins could be
./___Corpus/Medline/xml/PMC4720504.xml	PDAC	74285 : 74289	CM	apeutic strategy against PDAC.                  9.4. A
./___Corpus/Medline/xml/PMC4720504.xml	Wnt	74953 : 74956	CM	(CSCs). Dysregulation of Wnt, Notch, Hedgehog and/or 
./___Corpus/Medline/xml/PMC4720504.xml	TGF-β	74981 : 74986	CM	, Notch, Hedgehog and/or TGF-β signaling pathways that 
./___Corpus/Medline/xml/PMC4720504.xml	CSCs	75060 : 75064	CM	ation and maintenance of CSCs leads to the development
./___Corpus/Medline/xml/PMC4720504.xml	colonic	75371 : 75378	CM	etected in 60% (6/10) of colonic carcinomas, all of which
./___Corpus/Medline/xml/PMC4720504.xml	mRNA	75658 : 75662	CM	iderable levels of bcl-2 mRNA and protein. These resul
./___Corpus/Medline/xml/PMC4720504.xml	vitro	76306 : 76311	CM	f co-cultured T cells in vitro. FasL expressed in esoph
./___Corpus/Medline/xml/PMC4720504.xml	Caspase-1	77205 : 77214	CM	defects in colon tumors. Caspase-1 is also downregulated in
./___Corpus/Medline/xml/PMC4720504.xml	p53	77276 : 77279	CM	r. The high frequency of p53 mutations in late-stage 
./___Corpus/Medline/xml/PMC4720504.xml	androgen	78102 : 78110	CM	as been shown to promote androgen ablation resistance [221
./___Corpus/Medline/xml/PMC4720504.xml	230–	78919 : 78923	CPR	 and targeted therapies [230–232]. Besides Bcl-2 and M
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	78969 : 78974	CM	nd Mcl-1 overexpression, TRAIL induced apoptosis resist
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	79072 : 79077	CM	233]. The development of TRAIL resistance is both genet
./___Corpus/Medline/xml/PMC4720504.xml	GLOBACON	79517 : 79525	CM	ty in the western world (GLOBACON). Despite the advances i
./___Corpus/Medline/xml/PMC4720504.xml	p-glycoprotein	80237 : 80251	CM	the apoptotic machinery, p-glycoprotein and the multidrug resist
./___Corpus/Medline/xml/PMC4720504.xml	HER-2	80297 : 80302	CM	sistance protein family, HER-2/neu gene amplification a
./___Corpus/Medline/xml/PMC4720504.xml	p53	80459 : 80462	CM	ptor family, DNA ploidy, p53 gene mutations, cyclin E
./___Corpus/Medline/xml/PMC4720504.xml	p27	80492 : 80495	CM	 mutations, cyclin E and p27 dysregulation that cumul
./___Corpus/Medline/xml/PMC4720504.xml	BH3	80729 : 80732	CM	g Bcl-1, Mcl-1 and other BH3 family members [237]. Th
./___Corpus/Medline/xml/PMC4720504.xml	BH3	80799 : 80802	CM	rom the observation that BH3 mimetic ABT-737 can sens
./___Corpus/Medline/xml/PMC4720504.xml	ABT-737	80811 : 80818	CM	rvation that BH3 mimetic ABT-737 can sensitize BH3 protei
./___Corpus/Medline/xml/PMC4720504.xml	BH3	80833 : 80836	CM	ic ABT-737 can sensitize BH3 protein over-expressing 
./___Corpus/Medline/xml/PMC4720504.xml	bortezomib	81063 : 81073	CM	 as proteasome inhibitor bortezomib treatment causes suppres
./___Corpus/Medline/xml/PMC4720504.xml	MDRs	81106 : 81110	CM	nt causes suppression of MDRs leading to induction of 
./___Corpus/Medline/xml/PMC4720504.xml	CLL	81718 : 81721	CM	ic lymphocytic leukemia (CLL) is the most common B-ce
./___Corpus/Medline/xml/PMC4720504.xml	CD5	81832 : 81835	CM	e accumulation of mature CD5 positive B lymphocytes i
./___Corpus/Medline/xml/PMC4720504.xml	CLL	81920 : 81923	CM	d lymphoid organs [241]. CLL disease is generally ass
./___Corpus/Medline/xml/PMC4720504.xml	CLL	82096 : 82099	CM	vival signals within the CLL cells cause a cell death
./___Corpus/Medline/xml/PMC4720504.xml	CLL	82170 : 82173	CM	tudies suggest that most CLL clones include activated
./___Corpus/Medline/xml/PMC4720504.xml	CLL	82433 : 82436	CM	                      In CLL, defects in the intrinsi
./___Corpus/Medline/xml/PMC4720504.xml	CD95	82550 : 82554	CM	can be resistant to both CD95/Fas [245] and TRAIL deat
./___Corpus/Medline/xml/PMC4720504.xml	TRAIL	82569 : 82574	CM	 both CD95/Fas [245] and TRAIL death receptors inductio
./___Corpus/Medline/xml/PMC4720504.xml	anti-	82708 : 82713	CPR	roteins, classified into anti-apoptotic (Bcl-2, Bcl-XL,
./___Corpus/Medline/xml/PMC4720504.xml	Noxa	82806 : 82810	CM	Bak, Bim, Bad, Bid, Hrk, Noxa, Puma) members [247]. In
./___Corpus/Medline/xml/PMC4720504.xml	anti-	82862 : 82867	CPR	LL the overexpression of anti-apoptotic proteins has im
