Файл	Сущность	Оффсет	Тип сущности	Окно±25
./___Corpus/Medline/xml/PMC4693276.xml	In	15284 : 15286	CM	103                      In a screen for PI3K inhibi
./___Corpus/Medline/xml/PMC4693276.xml	PI3K	15300 : 15304	CM	         In a screen for PI3K inhibitors, PI-124 and P
./___Corpus/Medline/xml/PMC4693276.xml	kinases	15411 : 15418	ASE	but also of mTOR protein kinases [56]. Recently, the comb
./___Corpus/Medline/xml/PMC4693276.xml	[56]	15419 : 15423	CM	 of mTOR protein kinases [56]. Recently, the combinati
./___Corpus/Medline/xml/PMC4693276.xml	γ-	15697 : 15699	CPR	ccompanied by persistent γ-H2AX foci, indicating del
./___Corpus/Medline/xml/PMC4693276.xml	p-	15794 : 15796	CPR	with decreased RAD51 and p-DNA-PK, but not ATR). Rem
./___Corpus/Medline/xml/PMC4693276.xml	poly(ADP-ribose)	15853 : 15869	CM	, PI-103 alone increased poly(ADP-ribose) and phosphorylated extra
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylated	15874 : 15888	RN	sed poly(ADP-ribose) and phosphorylated extracellular signal-reg
./___Corpus/Medline/xml/PMC4693276.xml	kinase	15920 : 15926	ASE	ellular signal-regulated kinase levels, while downregula
./___Corpus/Medline/xml/PMC4693276.xml	[57]	15962 : 15966	CM	ile downregulating BRCA1 [57]. Consequently, the combi
./___Corpus/Medline/xml/PMC4693276.xml	PI3K	16001 : 16005	CM	ntly, the combination of PI3K signalling pathway and P
./___Corpus/Medline/xml/PMC4693276.xml	kinase	16304 : 16310	ASE	ory activity against ATR kinase [58]. However, it also p
./___Corpus/Medline/xml/PMC4693276.xml	[58]	16311 : 16315	CM	ivity against ATR kinase [58]. However, it also presen
./___Corpus/Medline/xml/PMC4693276.xml	[59]	16424 : 16428	CM	a less specific compound [59]. As a result, research i
./___Corpus/Medline/xml/PMC4693276.xml	PI3K	16510 : 16514	CM	can be used to block the PI3K/Akt/mTOR pathway in blad
./___Corpus/Medline/xml/PMC4693276.xml	[60]	16550 : 16554	CM	athway in bladder cancer [60], malignant pleural mesot
./___Corpus/Medline/xml/PMC4693276.xml	[61]	16587 : 16591	CM	ant pleural mesothelioma [61] or in endometrial carcin
./___Corpus/Medline/xml/PMC4693276.xml	[62]	16620 : 16624	CM	in endometrial carcinoma [62]. Particularly, NVP-BEZ23
./___Corpus/Medline/xml/PMC4693276.xml	[63]	16720 : 16724	CM	s-overexpressing tumours [63]. This drug is now in pha
./___Corpus/Medline/xml/PMC4693276.xml	PI3K	16781 : 16785	CM	 clinical trials for its PI3K/mTOR inhibitory function
./___Corpus/Medline/xml/PMC4693276.xml	In	16867 : 16869	CM	464                      In addition to NVP-BEZ 235,
./___Corpus/Medline/xml/PMC4693276.xml	[58]	17087 : 17091	CM	PI3Kα, mTOR and DNA-PKcs [58]. ETP-46464 was found to 
./___Corpus/Medline/xml/PMC4693276.xml	cyclin E	17375 : 17383	CM	s (the overexpression of cyclin E enhances this effect). U
./___Corpus/Medline/xml/PMC4693276.xml	[64]	17669 : 17673	CM	 selective ATR inhibitor [64]. ATR inhibition by VE-82
./___Corpus/Medline/xml/PMC4693276.xml	cisplatin	17770 : 17779	CM	s DNA damage mediated by cisplatin or gemcitabine. Of inter
./___Corpus/Medline/xml/PMC4693276.xml	gemcitabine	17783 : 17794	CM	mediated by cisplatin or gemcitabine. Of interest, VE-821 pre
./___Corpus/Medline/xml/PMC4693276.xml	kinases	17897 : 17904	ASE	nel of unrelated protein kinases [65]. VE-821 has been sh
./___Corpus/Medline/xml/PMC4693276.xml	[65]	17905 : 17909	CM	nrelated protein kinases [65]. VE-821 has been shown b
./___Corpus/Medline/xml/PMC4693276.xml	IR	17956 : 17958	CM	n by different groups to IR sensitize 12 human cance
./___Corpus/Medline/xml/PMC4693276.xml	[66]	17996 : 18000	CM	 human cancer cell lines [66], pancreatic cancer cells
./___Corpus/Medline/xml/PMC4693276.xml	[67]	18026 : 18030	CM	 pancreatic cancer cells [67] and ovarian cancer cells
./___Corpus/Medline/xml/PMC4693276.xml	[68]	18056 : 18060	CM	and ovarian cancer cells [68]. Accordingly, ATR inhibi
./___Corpus/Medline/xml/PMC4693276.xml	[69]	18354 : 18358	CM	 pancreatic cancer cells [69]. Importantly, VE-822 was
./___Corpus/Medline/xml/PMC4693276.xml	[69]	18464 : 18468	CM	normal cells and tissues [69]. VE-822 was the first se
./___Corpus/Medline/xml/PMC4693276.xml	vitro	18617 : 18622	CM	tested in a series of in vitro and in vivo lung cancer 
./___Corpus/Medline/xml/PMC4693276.xml	cisplatin	18746 : 18755	CM	 enhance the efficacy of cisplatin across a panel of patien
./___Corpus/Medline/xml/PMC4693276.xml	[70]	18814 : 18818	CM	 primary lung xenografts [70]. These data suggest that
./___Corpus/Medline/xml/PMC4693276.xml	I	18961 : 18962	CM	ith lung cancer. A phase I clinical trial to assess
./___Corpus/Medline/xml/PMC4693276.xml	HPV16	19346 : 19351	CM	ndent replication of the HPV16 genome [71].            
./___Corpus/Medline/xml/PMC4693276.xml	[71]	19359 : 19363	CM	tion of the HPV16 genome [71].                  2.3.8.
./___Corpus/Medline/xml/PMC4693276.xml	sulfonylmorpholinopyrimidines	19433 : 19462	CM	        Belonging to the sulfonylmorpholinopyrimidines family, AZ-20 was synthe
./___Corpus/Medline/xml/PMC4693276.xml	UK	19521 : 19523	CM	the AstraZeneca (London, UK) plc group from the opti
./___Corpus/Medline/xml/PMC4693276.xml	[72]	19629 : 19633	CM	lective affinity for ATR [72]. It compellingly inhibit
./___Corpus/Medline/xml/PMC4693276.xml	vitro	19721 : 19726	CM	arcinoma tumour cells in vitro and has high symptom-fre
./___Corpus/Medline/xml/PMC4693276.xml	[36]	19959 : 19963	CM	 selective ATR inhibitor [36]. No data have yet been p
./___Corpus/Medline/xml/PMC4693276.xml	vitro	20419 : 20424	CM	pporting pre-clinical in vitro and in vivo data [73] ({
./___Corpus/Medline/xml/PMC4693276.xml	[73]	20442 : 20446	CM	n vitro and in vivo data [73] ({"type":"clinical-trial
./___Corpus/Medline/xml/PMC4693276.xml	Kinase	20571 : 20577	ASE	             3. The Chk1 Kinase 3.1. Roles of Chk1 in th
./___Corpus/Medline/xml/PMC4693276.xml	kinase	20656 : 20662	ASE	              Checkpoint kinase 1, commonly named Chk1 o
./___Corpus/Medline/xml/PMC4693276.xml	serine	20702 : 20708	CM	med Chk1 or Check1, is a serine-threonine kinase. Chk1 i
./___Corpus/Medline/xml/PMC4693276.xml	threonine	20709 : 20718	CM	1 or Check1, is a serine-threonine kinase. Chk1 is encoded 
./___Corpus/Medline/xml/PMC4693276.xml	kinase	20719 : 20725	ASE	1, is a serine-threonine kinase. Chk1 is encoded by the 
./___Corpus/Medline/xml/PMC4693276.xml	amino	20902 : 20907	CM	humans, particularly its amino-terminal catalytic domai
./___Corpus/Medline/xml/PMC4693276.xml	[74]	20934 : 20938	CM	erminal catalytic domain [74]. Chk1 has a C-terminal r
./___Corpus/Medline/xml/PMC4693276.xml	C-	20952 : 20954	CPR	domain [74]. Chk1 has a C-terminal regulatory SQ/TQ 
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylates	21350 : 21364	CM	onse to DNA damage, Chk1 phosphorylates and thus inhibits Cdc25 
./___Corpus/Medline/xml/PMC4693276.xml	Cdc25	21383 : 21388	CM	ylates and thus inhibits Cdc25 phosphatases, particular
./___Corpus/Medline/xml/PMC4693276.xml	phosphatases	21389 : 21401	ASE	 and thus inhibits Cdc25 phosphatases, particularly Cdc25A whi
./___Corpus/Medline/xml/PMC4693276.xml	Cdc25A	21416 : 21422	CM	osphatases, particularly Cdc25A which is its main target
./___Corpus/Medline/xml/PMC4693276.xml	Cdc25	21461 : 21466	CM	main target. This causes Cdc25 degradation, inhibition 
./___Corpus/Medline/xml/PMC4693276.xml	mitotic	21523 : 21530	CJ	in-Cdk and prevention of mitotic phase entry [75]. Activa
./___Corpus/Medline/xml/PMC4693276.xml	[75]	21543 : 21547	CM	n of mitotic phase entry [75]. Activation of Chk1 resu
./___Corpus/Medline/xml/PMC4693276.xml	Phosphorylation	21866 : 21881	RN	s.                  3.2. Phosphorylation of Chk1                 
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	21955 : 21970	RN	urs through ATR-mediated phosphorylation of two conserved sites, 
./___Corpus/Medline/xml/PMC4693276.xml	Ser317	21995 : 22001	CM	 of two conserved sites, Ser317 and Ser345 [76]. These p
./___Corpus/Medline/xml/PMC4693276.xml	Ser345	22006 : 22012	CM	served sites, Ser317 and Ser345 [76]. These phosphorylat
./___Corpus/Medline/xml/PMC4693276.xml	[76]	22013 : 22017	CM	sites, Ser317 and Ser345 [76]. These phosphorylation e
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	22025 : 22040	RN	7 and Ser345 [76]. These phosphorylation events promote the autop
./___Corpus/Medline/xml/PMC4693276.xml	autophosphorylation	22060 : 22079	RN	ation events promote the autophosphorylation of Chk1 on Ser296, which
./___Corpus/Medline/xml/PMC4693276.xml	Ser296	22091 : 22097	CM	osphorylation of Chk1 on Ser296, which triggers its cell
./___Corpus/Medline/xml/PMC4693276.xml	[77,78]	22161 : 22168	CM	and DNA repair functions [77,78]. Chk1 pSer345 site has b
./___Corpus/Medline/xml/PMC4693276.xml	pSer345	22175 : 22182	CM	 functions [77,78]. Chk1 pSer345 site has been described 
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	22223 : 22238	RN	escribed as an important phosphorylation site for its catalytic a
./___Corpus/Medline/xml/PMC4693276.xml	[79]	22317 : 22321	CM	s a marker of DNA damage [79]. These post-translationa
./___Corpus/Medline/xml/PMC4693276.xml	chromatin	22399 : 22408	CM	release of Chk1 from the chromatin fraction into the solubl
./___Corpus/Medline/xml/PMC4693276.xml	[80]	22448 : 22452	CM	the soluble compartments [80] which allows cell cycle 
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylates	22539 : 22553	CM	 and activated Chk1 then phosphorylates a number of downstream t
./___Corpus/Medline/xml/PMC4693276.xml	[81]	22640 : 22644	CM	on and DNA damage repair [81]. DNA DSB repair proteins
./___Corpus/Medline/xml/PMC4693276.xml	DSB	22650 : 22653	CM	 damage repair [81]. DNA DSB repair proteins involved
./___Corpus/Medline/xml/PMC4693276.xml	[82]	22788 : 22792	CM	ng the targeted proteins [82]. Indeed Chk1 is involved
./___Corpus/Medline/xml/PMC4693276.xml	[83]	22878 : 22882	CM	homologous recombination [83]. In response to DNA lesi
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylates	22947 : 22961	CM	cally interacts with and phosphorylates RAD51 on Thr309, promoti
./___Corpus/Medline/xml/PMC4693276.xml	[82]	23034 : 23038	CM	AD51 at DNA damage sites [82]. Treatment with Chk1 inh
./___Corpus/Medline/xml/PMC4693276.xml	HU	23079 : 23081	CM	 Chk1 inhibitors impairs HU-induced RAD51 foci forma
./___Corpus/Medline/xml/PMC4693276.xml	HR	23166 : 23168	CM	 of Chk1 as activator of HR [82].                  3
./___Corpus/Medline/xml/PMC4693276.xml	[82]	23169 : 23173	CM	 Chk1 as activator of HR [82].                  3.3. T
./___Corpus/Medline/xml/PMC4693276.xml	kinase	23354 : 23360	ASE	s and the DDR since this kinase is mainly responsible fo
./___Corpus/Medline/xml/PMC4693276.xml	mitotic	23690 : 23697	CJ	 Chk1 to avoid premature mitotic entry which could lead t
./___Corpus/Medline/xml/PMC4693276.xml	mitotic	23724 : 23731	CJ	ntry which could lead to mitotic catastrophe. This latter
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	23784 : 23799	RN	atus is characterized by phosphorylation of Histone H3 (on Ser10)
./___Corpus/Medline/xml/PMC4693276.xml	Histone H3	23803 : 23813	CM	ed by phosphorylation of Histone H3 (on Ser10) and aberrant 
./___Corpus/Medline/xml/PMC4693276.xml	Ser10	23818 : 23823	CM	lation of Histone H3 (on Ser10) and aberrant mitotic sp
./___Corpus/Medline/xml/PMC4693276.xml	mitotic	23838 : 23845	CJ	 (on Ser10) and aberrant mitotic spindle formation [84]. 
./___Corpus/Medline/xml/PMC4693276.xml	[84]	23864 : 23868	CM	itotic spindle formation [84]. These p53-related defec
./___Corpus/Medline/xml/PMC4693276.xml	[85,86]	24054 : 24061	CM	icient tumour cell lines [85,86]. P53 inhibitors are desc
./___Corpus/Medline/xml/PMC4693276.xml	P53	24063 : 24066	CM	mour cell lines [85,86]. P53 inhibitors are described
./___Corpus/Medline/xml/PMC4693276.xml	[87]	24095 : 24099	CM	ibitors are described in [87].                        
./___Corpus/Medline/xml/PMC4693276.xml	[88]	24599 : 24603	CM	nting replication stress [88]. Chk1 overexpression con
./___Corpus/Medline/xml/PMC4693276.xml	mitotic	24670 : 24677	CJ	r resistance by delaying mitotic entry and thereby it has
./___Corpus/Medline/xml/PMC4693276.xml	[89,90]	24756 : 24763	CM	grade and poor prognosis [89,90]. Chk1 contributes to cel
./___Corpus/Medline/xml/PMC4693276.xml	HR	24843 : 24845	CM	st and signalling to the HR pathway for DNA repair [
./___Corpus/Medline/xml/PMC4693276.xml	[82]	24869 : 24873	CM	R pathway for DNA repair [82].                  3.4. I
./___Corpus/Medline/xml/PMC4693276.xml	In	24937 : 24939	CM	hk1                      In the last decade, increas
./___Corpus/Medline/xml/PMC4693276.xml	S2	25073 : 25075	CM	tors (depicted in Figure S2) as a new direction for 
./___Corpus/Medline/xml/PMC4693276.xml	[91]	25119 : 25123	CM	n for anticancer therapy [91]. A number of Chk1 inhibi
./___Corpus/Medline/xml/PMC4693276.xml	[92,93,94]	25241 : 25251	CM	r clinical investigation [92,93,94]. The main inhibitors of 
./___Corpus/Medline/xml/PMC4693276.xml	7-Hydroxystaurosporine	25343 : 25365	CM	          3.4.1. UCN-01 (7-Hydroxystaurosporine)                      Th
./___Corpus/Medline/xml/PMC4693276.xml	[95]	25455 : 25459	CM	es directed against Chk1 [95]. It has frequently been 
./___Corpus/Medline/xml/PMC4693276.xml	vitro	25495 : 25500	CM	equently been used in in vitro experiments but its nons
./___Corpus/Medline/xml/PMC4693276.xml	kinase	25534 : 25540	ASE	nts but its nonselective kinase inhibition and its lack 
./___Corpus/Medline/xml/PMC4693276.xml	[96,97]	25654 : 25661	CM	se II of clinical trials [96,97].                        
./___Corpus/Medline/xml/PMC4693276.xml	SCH900776	25747 : 25756	CM	tor (Previously Known as SCH900776) (Pyrazolo [1,5-a] Pyrim
./___Corpus/Medline/xml/PMC4693276.xml	Pyrazolo	25759 : 25767	CM	sly Known as SCH900776) (Pyrazolo [1,5-a] Pyrimidine Deriv
./___Corpus/Medline/xml/PMC4693276.xml	[1,5-a]	25768 : 25775	CM	 as SCH900776) (Pyrazolo [1,5-a] Pyrimidine Derivative)  
./___Corpus/Medline/xml/PMC4693276.xml	Pyrimidine	25776 : 25786	CM	00776) (Pyrazolo [1,5-a] Pyrimidine Derivative)             
./___Corpus/Medline/xml/PMC4693276.xml	γ-	26088 : 26090	CPR	sed on the assessment of γ-H2AX foci accumulation, k
./___Corpus/Medline/xml/PMC4693276.xml	SCH900776	26192 : 26201	CM	orks. The Chk1 inhibitor SCH900776 was thus discovered [98]
./___Corpus/Medline/xml/PMC4693276.xml	[98]	26222 : 26226	CM	0776 was thus discovered [98]. This molecule is potent
./___Corpus/Medline/xml/PMC4693276.xml	γ-	26284 : 26286	CPR	hly reactive. It induced γ-H2AX accumulation and sup
./___Corpus/Medline/xml/PMC4693276.xml	autophosphorylation	26330 : 26349	RN	nd suppressed pS296 Chk1 autophosphorylation within two hours. This C
./___Corpus/Medline/xml/PMC4693276.xml	gemcitabine	26411 : 26422	CM	r has been combined with gemcitabine treatment and has shown 
./___Corpus/Medline/xml/PMC4693276.xml	γ-	26615 : 26617	CPR	rease and persistence of γ-H2AX foci. The ex vivo as
./___Corpus/Medline/xml/PMC4693276.xml	γ-	26663 : 26665	CPR	o assay of intracellular γ-H2AX foci in gemtacibine-
./___Corpus/Medline/xml/PMC4693276.xml	gemtacibine	26678 : 26689	CM	acellular γ-H2AX foci in gemtacibine-exposed cells from patie
./___Corpus/Medline/xml/PMC4693276.xml	[92]	26797 : 26801	CM	onfirmed this efficiency [92]. Another study has shown
./___Corpus/Medline/xml/PMC4693276.xml	HR	26896 : 26898	CM	ic cancer cells in which HR is proficient to gemcita
./___Corpus/Medline/xml/PMC4693276.xml	gemcitabine	26916 : 26927	CM	hich HR is proficient to gemcitabine-radiation treatment [99]
./___Corpus/Medline/xml/PMC4693276.xml	[99]	26948 : 26952	CM	bine-radiation treatment [99]. In this study, treatmen
./___Corpus/Medline/xml/PMC4693276.xml	gemcitabine	27058 : 27069	CM	moted a sensitization to gemcitabine-radiation that is associ
./___Corpus/Medline/xml/PMC4693276.xml	anti-	27357 : 27362	CPR	th pemetrexed, a classic anti-metabolite drug. The auth
./___Corpus/Medline/xml/PMC4693276.xml	[100]	27476 : 27481	CM	 for MK-8776 sensitivity [100]. These findings have all
./___Corpus/Medline/xml/PMC4693276.xml	ATP	27670 : 27673	CM	           AZD7762 is an ATP competitive Chk1 inhibit
./___Corpus/Medline/xml/PMC4693276.xml	HR	27746 : 27748	CM	ient against Chk2. Since HR allows the restart of re
./___Corpus/Medline/xml/PMC4693276.xml	[101]	27886 : 27891	CM	ategy for cancer therapy [101]. Inhibition of HR repair
./___Corpus/Medline/xml/PMC4693276.xml	HR	27907 : 27909	CM	apy [101]. Inhibition of HR repair and DNA damage-in
./___Corpus/Medline/xml/PMC4693276.xml	[89]	28328 : 28332	CM	elevated amounts of Chk1 [89]. In one report, the comb
./___Corpus/Medline/xml/PMC4693276.xml	gemcitabine	28381 : 28392	CM	bination of AZD7762 with gemcitabine and ionizing radiation w
./___Corpus/Medline/xml/PMC4693276.xml	vitro	28432 : 28437	CM	adiation was assessed in vitro and allowed sensitizing 
./___Corpus/Medline/xml/PMC4693276.xml	HR	28558 : 28560	CM	point, the inhibition of HR was suggested as the mai
./___Corpus/Medline/xml/PMC4693276.xml	[83]	28620 : 28624	CM	m for this sensitization [83]. More recently, AZD7762-
./___Corpus/Medline/xml/PMC4693276.xml	[102,103]	28819 : 28828	CM	 chemo- and radiotherapy [102,103]. The in vitro cytotoxici
./___Corpus/Medline/xml/PMC4693276.xml	vitro	28837 : 28842	CM	herapy [102,103]. The in vitro cytotoxicity of AZD7762 
./___Corpus/Medline/xml/PMC4693276.xml	melphalan	28951 : 28960	CM	alkyling agents, such as melphalan, AZD7762 promoted apopto
./___Corpus/Medline/xml/PMC4693276.xml	mitotic	28993 : 29000	CJ	2 promoted apoptosis and mitotic catastrophe of p53-mutat
./___Corpus/Medline/xml/PMC4693276.xml	[104]	29037 : 29042	CM	 of p53-mutated MM cells [104].                  3.4.4.
./___Corpus/Medline/xml/PMC4693276.xml	ATP	29163 : 29166	CM	e inhibitor for the Chk1 ATP site. Its specificity is
./___Corpus/Medline/xml/PMC4693276.xml	[105]	29367 : 29372	CM	and chemoresistant forms [105]. A subtype of ovarian ca
./___Corpus/Medline/xml/PMC4693276.xml	HR	29502 : 29504	CM	air including mainly the HR pathway [106]. The treat
./___Corpus/Medline/xml/PMC4693276.xml	[106]	29513 : 29518	CM	ng mainly the HR pathway [106]. The treatment of HGS ce
./___Corpus/Medline/xml/PMC4693276.xml	I	29599 : 29600	CM	topotecan (topoisomerase I inhibitor) improved and 
./___Corpus/Medline/xml/PMC4693276.xml	[105]	29680 : 29685	CM	ty by inducing apoptosis [105]. Sarmento et al. demonst
./___Corpus/Medline/xml/PMC4693276.xml	vitro	30001 : 30006	CM	ormal thymocyte cells in vitro which shows the ability 
./___Corpus/Medline/xml/PMC4693276.xml	[88]	30084 : 30088	CM	 normal and cancer cells [88].                  3.4.5.
./___Corpus/Medline/xml/PMC4693276.xml	LY2603618	30114 : 30123	CM	                  3.4.5. LY2603618                      Thi
./___Corpus/Medline/xml/PMC4693276.xml	LY2603618	30288 : 30297	CM	of the other inhibitors, LY2603618 binds to the ATP binding
./___Corpus/Medline/xml/PMC4693276.xml	ATP	30311 : 30314	CM	, LY2603618 binds to the ATP binding site of Chk1. Th
./___Corpus/Medline/xml/PMC4693276.xml	LY2603618	30354 : 30363	CM	f Chk1. The phenotype of LY2603618-treated cells was simila
./___Corpus/Medline/xml/PMC4693276.xml	LY2603618	30532 : 30541	CM	 the characterization of LY2603618 has been reported [107].
./___Corpus/Medline/xml/PMC4693276.xml	[107]	30560 : 30565	CM	603618 has been reported [107]. By inhibiting Chk1, thi
./___Corpus/Medline/xml/PMC4693276.xml	gemcitabine	30688 : 30699	CM	ancer cells treated with gemcitabine and doxorubicine. It has
./___Corpus/Medline/xml/PMC4693276.xml	doxorubicine	30704 : 30716	CM	ted with gemcitabine and doxorubicine. It has been demonstrate
./___Corpus/Medline/xml/PMC4693276.xml	LY2603618	30748 : 30757	CM	s been demonstrated that LY2603618 potentiated the effect o
./___Corpus/Medline/xml/PMC4693276.xml	vitro	30804 : 30809	CM	t of DNA damage drugs in vitro. This result was also va
./___Corpus/Medline/xml/PMC4693276.xml	LY2603618	30885 : 30894	CM	mour xenograft approach. LY2603618 is the most advanced mol
./___Corpus/Medline/xml/PMC4693276.xml	[108]	31037 : 31042	CM	damage drugs are ongoing [108].                  3.4.6.
./___Corpus/Medline/xml/PMC4693276.xml	[77]	31344 : 31348	CM	more efficient molecules [77]. Candidates such as XL84
./___Corpus/Medline/xml/PMC4693276.xml	[109]	31472 : 31477	CM	nt has been discontinued [109]. The development of nove
./___Corpus/Medline/xml/PMC4693276.xml	Kinase	31654 : 31660	ASE	             4. The Chk2 Kinase                      The
./___Corpus/Medline/xml/PMC4693276.xml	serine	31686 : 31692	CM	                     The serine/threonine protein kinase
./___Corpus/Medline/xml/PMC4693276.xml	threonine	31693 : 31702	CM	              The serine/threonine protein kinase Chk2 has 
./___Corpus/Medline/xml/PMC4693276.xml	kinase	31711 : 31717	ASE	serine/threonine protein kinase Chk2 has been firstly de
./___Corpus/Medline/xml/PMC4693276.xml	[110]	31810 : 31815	CM	romyces cerevisiae Rad53 [110]. Chk2 bears three import
./___Corpus/Medline/xml/PMC4693276.xml	SCD	31877 : 31880	CM	 a SQ/TQ cluster domain (SCD), a forkhead-associated 
./___Corpus/Medline/xml/PMC4693276.xml	N-	31934 : 31936	CPR	) domain located at the N-terminus and a kinase doma
./___Corpus/Medline/xml/PMC4693276.xml	kinase	31950 : 31956	ASE	 at the N-terminus and a kinase domain near the C-termin
./___Corpus/Medline/xml/PMC4693276.xml	C-	31974 : 31976	CPR	 kinase domain near the C-terminus of the protein [1
./___Corpus/Medline/xml/PMC4693276.xml	[111]	31999 : 32004	CM	-terminus of the protein [111]. In instances of DSBs, C
./___Corpus/Medline/xml/PMC4693276.xml	kinase	32071 : 32077	ASE	 be the primary effector kinase to be activated and to s
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	32201 : 32216	RN	tion is initiated by ATM phosphorylation on Thr68 and other resid
./___Corpus/Medline/xml/PMC4693276.xml	N-	32253 : 32255	CPR	d other residues in its N-terminus, which triggers c
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	32311 : 32326	RN	ational changes and auto-phosphorylation on many residues for com
./___Corpus/Medline/xml/PMC4693276.xml	[111,112,113]	32368 : 32381	CM	 for complete activation [111,112,113]. Chk2 activity is mediat
./___Corpus/Medline/xml/PMC4693276.xml	[114,115,116,117,118]	32452 : 32473	CM	uch as 53BP1, MDC1, NBS1 [114,115,116,117,118]. The main role of activa
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	32562 : 32577	RN	gression by inactivating phosphorylation of Cdc25 family proteins
./___Corpus/Medline/xml/PMC4693276.xml	Cdc25	32581 : 32586	CM	ating phosphorylation of Cdc25 family proteins (A, B an
./___Corpus/Medline/xml/PMC4693276.xml	[119]	32616 : 32621	CM	ly proteins (A, B and C) [119]. Chk2 also targets prote
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylates	32723 : 32737	CM	tosis. Among these, Chk2 phosphorylates BRCA2 on Thr3387, which 
./___Corpus/Medline/xml/PMC4693276.xml	[120]	32805 : 32810	CM	D51 localization to DSBs [120]. The kinase also facilit
./___Corpus/Medline/xml/PMC4693276.xml	kinase	32816 : 32822	ASE	ation to DSBs [120]. The kinase also facilitates HR thro
./___Corpus/Medline/xml/PMC4693276.xml	HR	32840 : 32842	CM	 kinase also facilitates HR through BRCA1 phosphoryl
./___Corpus/Medline/xml/PMC4693276.xml	phosphorylation	32857 : 32872	RN	litates HR through BRCA1 phosphorylation on Ser988 [121]. Chk2 in
./___Corpus/Medline/xml/PMC4693276.xml	Ser988	32876 : 32882	CM	BRCA1 phosphorylation on Ser988 [121]. Chk2 inhibitors (
./___Corpus/Medline/xml/PMC4693276.xml	[121]	32883 : 32888	CM	hosphorylation on Ser988 [121]. Chk2 inhibitors (depict
./___Corpus/Medline/xml/PMC4693276.xml	S2	32926 : 32928	CM	tors (depicted in Figure S2) have been envisioned as
./___Corpus/Medline/xml/PMC4693276.xml	[93,122,123,124]	33134 : 33150	CM	damage-induced apoptosis [93,122,123,124]. To date, five main mole
./___Corpus/Medline/xml/PMC4693276.xml	PV1019	33326 : 33332	CM	                    4.1. PV1019 ([7-Nitro-1H-Indole-2-Ca
./___Corpus/Medline/xml/PMC4693276.xml	7-Nitro-1H-Indole-2-Carboxylic Acid {(4-[1-(Guanidinohydrazone)-Ethyl]-Phenyl}-Amide]	33335 : 33420	CM	           4.1. PV1019 ([7-Nitro-1H-Indole-2-Carboxylic Acid {(4-[1-(Guanidinohydrazone)-Ethyl]-Phenyl}-Amide]                         
./___Corpus/Medline/xml/PMC4693276.xml	100,000-	33535 : 33543	CPR	as conducted on a 100,000-compounds library, using an immo
./___Corpus/Medline/xml/PMC4693276.xml	guanidylhydrazones	33657 : 33675	CM	 (IMAP), a member of the guanidylhydrazones, named NSC109555, emerge
./___Corpus/Medline/xml/PMC4693276.xml	NSC109555	33683 : 33692	CM	uanidylhydrazones, named NSC109555, emerged as the sole hit
./___Corpus/Medline/xml/PMC4693276.xml	[125]	33718 : 33723	CM	 emerged as the sole hit [125]. NSC109555 exhibited hig
./___Corpus/Medline/xml/PMC4693276.xml	NSC109555	33725 : 33734	CM	d as the sole hit [125]. NSC109555 exhibited highly selecti
./___Corpus/Medline/xml/PMC4693276.xml	kinase	33786 : 33792	ASE	 inhibition against Chk2 kinase activity on histone H1, 
./___Corpus/Medline/xml/PMC4693276.xml	histone H1	33805 : 33815	CM	 Chk2 kinase activity on histone H1, but was not cell penetr
./___Corpus/Medline/xml/PMC4693276.xml	[126]	33844 : 33849	CM	t was not cell penetrant [126]. Removal of the second g
./___Corpus/Medline/xml/PMC4693276.xml	guanidylhydrazone	33873 : 33890	CM	]. Removal of the second guanidylhydrazone group and replacement of
./___Corpus/Medline/xml/PMC4693276.xml	aryl urea	33932 : 33941	CM	ement of one side of the aryl urea with a 7-nitroindole mot
./___Corpus/Medline/xml/PMC4693276.xml	7-nitroindole	33949 : 33962	CM	 of the aryl urea with a 7-nitroindole motif linked through an 
./___Corpus/Medline/xml/PMC4693276.xml	amide	33987 : 33992	CM	 motif linked through an amide gave rise to a new cell-
./___Corpus/Medline/xml/PMC4693276.xml	PV1019	34037 : 34043	CM	cell-penetrant molecule, PV1019, with improved affinity 
./___Corpus/Medline/xml/PMC4693276.xml	[127]	34103 : 34108	CM	ved selectivity for Chk2 [127]. Cellular evidence for t
./___Corpus/Medline/xml/PMC4693276.xml	kinase	34155 : 34161	ASE	r the inhibition of Chk2 kinase activity was confirmed b
./___Corpus/Medline/xml/PMC4693276.xml	autophosphorylation	34207 : 34226	RN	ed by assessment of Chk2 autophosphorylation, and phosphorylation of 
